"","mile","time","kde1.estimate"
"31667",123.5,6.66666666666667,0.00182549022383266
"31668",123.75,6.66666666666667,0.00180935947861383
"31669",124,6.66666666666667,0.00179206767575019
"31670",124.25,6.66666666666667,0.00177367476077911
"31671",124.5,6.66666666666667,0.00175424207902702
"31672",124.75,6.66666666666667,0.00173383201108628
"31673",125,6.66666666666667,0.00171250761911763
"31674",125.25,6.66666666666667,0.00169033230395276
"31675",125.5,6.66666666666667,0.00166736947303581
"31676",125.75,6.66666666666667,0.00164368221937643
"31677",126,6.66666666666667,0.00161933301187946
"31678",126.25,6.66666666666667,0.00159438339765274
"31679",126.5,6.66666666666667,0.00156889371715855
"31680",126.75,6.66666666666667,0.0015429228333501
"31681",127,6.66666666666667,0.00151652787620356
"31682",127.25,6.66666666666667,0.00148976400430218
"31683",127.5,6.66666666666667,0.00146268418533638
"31684",127.75,6.66666666666667,0.00143533899753708
"31685",128,6.66666666666667,0.00140777645414745
"31686",128.25,6.66666666666667,0.00138004185305107
"31687",128.5,6.66666666666667,0.00135217765360548
"31688",128.75,6.66666666666667,0.0013242233825756
"31689",129,6.66666666666667,0.00129621557082226
"31690",129.25,6.66666666666667,0.00126818772207926
"31691",129.5,6.66666666666667,0.00124017031475546
"31692",129.75,6.66666666666667,0.00121219083723453
"31693",130,6.66666666666667,0.00118427385662761
"31694",130.25,6.66666666666667,0.0011564411203753
"31695",130.5,6.66666666666667,0.00112871168951305
"31696",130.75,6.66666666666667,0.00110110210182289
"31697",131,6.66666666666667,0.00107362656251324
"31698",131.25,6.66666666666667,0.001046297159514
"31699",131.5,6.66666666666667,0.00101912409996261
"31700",131.75,6.66666666666667,0.000992115964004256
"31701",132,6.66666666666667,0.000965279971649093
"31702",132.25,6.66666666666667,0.0009386222581334
"31703",132.5,6.66666666666667,0.000912148153028874
